47.000000,10376.000000,
63.000000,10187.000000,
62.000000,10421.000000,
31.000000,10202.000000,
16.000000,10187.000000,
46.000000,10233.000000,
0.000000,10249.000000,
46.000000,10171.000000,
31.000000,10110.000000,
47.000000,10124.000000,
203.000000,10141.000000,
109.000000,10218.000000,
173.000000,10186.000000,
139.000000,10265.000000,
123.000000,10188.000000,
201.000000,10140.000000,
79.000000,10078.000000,
171.000000,10202.000000,
124.000000,10608.000000,
125.000000,10093.000000,
1753.000000,10123.000000,
1361.000000,10108.000000,
1391.000000,10155.000000,
1256.000000,10156.000000,
1372.000000,10094.000000,
1320.000000,10140.000000,
1355.000000,10187.000000,
1096.000000,10063.000000,
1416.000000,10125.000000,
1498.000000,10093.000000,
6732.000000,10062.000000,
7290.000000,10124.000000,
7149.000000,10108.000000,
6654.000000,10170.000000,
7056.000000,10109.000000,
7001.000000,10109.000000,
6445.000000,10156.000000,
6697.000000,10187.000000,
6846.000000,10015.000000,
6792.000000,10327.000000,
13990.000000,10171.000000,
13784.000000,10125.000000,
13471.000000,10108.000000,
12763.000000,10156.000000,
13136.000000,9968.000000,
12456.000000,10063.000000,
13624.000000,10078.000000,
13528.000000,10062.000000,
13543.000000,10064.000000,
14017.000000,9954.000000,51.000000,13570.000000,
